hour,from_station,to_station,line,direction,passenger_count,capacity_utilization_percent
9,64,63,6,backward,9198,164.25
9,65,232,6,backward,7623,136.12
9,65,66,6,forward,2340,41.79
9,66,65,6,backward,7443,132.91
9,66,67,6,forward,2079,37.12
9,67,66,6,backward,6717,119.95
9,67,68,6,forward,1815,32.41
9,68,67,6,backward,6213,110.95
9,68,69,6,forward,1044,18.64
9,69,68,6,backward,4803,85.77
9,69,70,6,forward,807,14.41
9,70,69,6,backward,3993,71.3
9,70,71,6,forward,663,11.84
9,71,70,6,backward,3339,59.62
9,71,72,6,forward,435,7.77
9,72,71,6,backward,2724,48.64
9,72,73,6,forward,213,3.8
9,73,72,6,backward,1437,25.66
9,73,74,6,forward,84,1.5
9,74,73,6,backward,522,9.32
9,114,241,7,forward,1986,35.46
9,114,247,7,backward,1845,32.95
9,128,209,7,backward,3273,58.45
9,128,234,7,forward,2820,50.36
9,209,128,7,forward,3084,55.07
9,209,233,7,backward,2985,53.3
9,225,226,7,forward,789,14.09
9,226,225,7,backward,741,13.23
9,226,228,7,forward,1914,34.18
9,228,226,7,backward,1506,26.89
9,228,230,7,forward,2682,47.89
9,230,228,7,backward,2265,40.45
9,230,231,7,forward,2877,51.38
9,231,230,7,backward,2598,46.39
9,231,232,7,forward,3021,53.95
9,232,231,7,backward,2727,48.7
9,232,233,7,forward,2688,48.0
9,233,209,7,forward,3297,58.88
9,233,232,7,backward,2685,47.95
9,234,128,7,backward,3189,56.95
9,234,236,7,forward,3171,56.62
9,236,234,7,backward,2946,52.61
9,236,237,7,forward,3492,62.36
9,237,236,7,backward,2514,44.89
9,237,238,7,forward,4035,72.05
9,238,237,7,backward,2082,37.18
9,238,247,7,forward,4245,75.8
9,239,241,7,backward,2298,41.04
9,239,242,7,forward,1611,28.77
9,241,114,7,backward,2253,40.23
9,241,239,7,forward,1761,31.45
9,242,239,7,backward,2100,37.5
9,242,243,7,forward,672,12.0
9,243,242,7,backward,2400,42.86
9,243,244,7,forward,573,10.23
9,244,243,7,backward,1920,34.29
9,244,245,7,forward,384,6.86
9,245,244,7,backward,1335,23.84
9,247,114,7,forward,4362,77.89
9,247,238,7,backward,1782,31.82
10,100,101,1,forward,7869,93.68
10,100,99,1,backward,4563,81.48
10,101,100,1,backward,5580,99.64
10,101,102,1,forward,8049,95.82
10,102,101,1,backward,6054,108.11
10,102,103,1,forward,8088,96.29
10,103,102,1,backward,6123,109.34
10,103,104,1,forward,8670,103.21
10,104,103,1,backward,6726,120.11
10,104,105,1,forward,11361,135.25
10,105,104,1,backward,8094,144.54
10,105,106,1,forward,11649,138.68
10,106,105,1,backward,9168,163.71
10,106,107,1,forward,12840,152.86
10,107,106,1,backward,9591,171.27
10,107,108,1,forward,12654,150.64
10,108,107,1,backward,10083,180.05
10,108,109,1,forward,14922,177.64
10,109,108,1,backward,9252,165.21
10,109,132,1,forward,14412,171.57
10,110,111,1,forward,3,0.04
10,110,91,1,backward,144,2.57
10,111,110,1,backward,141,2.52
10,112,113,1,forward,9477,112.82
10,112,132,1,backward,10314,184.18
10,113,112,1,backward,11640,207.86
10,113,114,1,forward,5376,64.0
10,114,113,1,backward,13251,236.62
10,114,115,1,forward,4200,50.0
10,115,114,1,backward,11895,212.41
10,115,116,1,forward,3492,41.57
10,116,115,1,backward,11946,213.32
10,116,117,1,forward,2775,33.04
10,117,116,1,backward,10740,191.79
10,117,118,1,forward,2385,28.39
10,118,117,1,backward,9561,170.73
10,118,119,1,forward,1965,23.39
10,119,118,1,backward,7611,135.91
10,119,120,1,forward,1566,18.64
10,120,119,1,backward,6078,108.54
10,120,121,1,forward,603,7.18
10,121,120,1,backward,2421,43.23
10,121,122,1,forward,591,7.04
10,122,121,1,backward,2316,41.36
10,122,123,1,forward,255,3.04
10,123,122,1,backward,1104,19.71
10,123,92,1,forward,177,2.11
10,132,109,1,backward,10311,184.12
10,132,112,1,forward,15438,183.79
10,91,110,1,forward,18,0.21
10,91,92,1,backward,144,2.57
10,92,123,1,backward,594,10.61
10,92,91,1,forward,18,0.21
10,95,96,1,forward,1773,21.11
10,96,95,1,backward,1707,30.48
10,96,97,1,forward,2958,35.21
10,97,96,1,backward,2226,39.75
10,97,98,1,forward,3747,44.61
10,98,97,1,backward,2685,47.95
10,98,99,1,forward,5481,65.25
10,99,100,1,forward,6456,76.86
10,99,98,1,backward,3654,65.25
10,125,126,2,forward,12645,90.32
10,125,153,2,backward,3297,23.55
10,126,125,2,backward,3765,26.89
10,126,127,2,forward,14283,102.02
10,127,126,2,backward,4353,31.09
10,127,128,2,forward,14397,102.84
10,128,127,2,backward,6225,44.46
10,128,129,2,forward,14616,104.4
10,129,128,2,backward,6258,44.7
10,129,130,2,forward,14937,106.69
10,130,129,2,backward,6159,43.99
10,130,131,2,forward,14841,106.01
10,131,130,2,backward,6264,44.74
10,131,132,2,forward,13992,99.94
10,132,131,2,backward,7023,50.16
10,132,133,2,forward,7803,55.74
10,133,132,2,backward,12327,88.05
10,133,134,2,forward,5655,40.39
10,134,133,2,backward,13812,98.66
10,134,135,2,forward,4884,34.89
10,135,134,2,backward,15135,108.11
10,135,136,2,forward,4833,34.52
10,136,135,2,backward,15129,108.06
10,136,137,2,forward,5178,36.99
10,137,136,2,backward,16386,117.04
10,137,138,2,forward,5079,36.28
10,138,137,2,backward,15588,111.34
10,138,139,2,forward,4734,33.81
10,139,138,2,backward,13884,99.17
10,139,140,2,forward,4452,31.8
10,140,139,2,backward,12681,90.58
10,140,141,2,forward,4056,28.97
10,141,140,2,backward,11577,82.69
10,141,142,2,forward,3414,24.39
10,142,141,2,backward,9894,70.67
10,142,143,2,forward,2589,18.49
10,143,142,2,backward,8115,57.96
10,143,144,2,forward,2157,15.41
10,144,143,2,backward,6261,44.72
10,144,145,2,forward,1395,9.96
10,145,144,2,backward,3972,28.37
10,153,125,2,forward,11352,81.09
10,104,182,3,backward,4329,36.08
10,104,183,3,forward,5535,46.12
10,170,171,3,forward,795,6.62
10,171,170,3,backward,456,3.8
10,171,172,3,forward,1485,12.38
10,172,171,3,backward,783,6.53
10,172,175,3,forward,2091,17.42
10,175,172,3,backward,1425,11.88
10,175,176,3,forward,3135,26.12
10,176,175,3,backward,1932,16.1
10,176,177,3,forward,3702,30.85
10,177,176,3,backward,2169,18.07
10,177,178,3,forward,4350,36.25
10,178,177,3,backward,2427,20.23
10,178,179,3,forward,4962,41.35
10,179,178,3,backward,2790,23.25
10,179,180,3,forward,6483,54.02
10,180,179,3,backward,3081,25.67
10,180,181,3,forward,7254,60.45
10,181,180,3,backward,3336,27.8
10,181,182,3,forward,7614,63.45
10,182,104,3,forward,7833,65.28
10,182,181,3,backward,3828,31.9
10,183,104,3,backward,5931,49.43
10,183,184,3,forward,5343,44.52
10,184,183,3,backward,7041,58.67
10,184,185,3,forward,5541,46.17
10,185,184,3,backward,6948,57.9
10,185,211,3,forward,5112,42.6
10,186,211,3,backward,6882,57.35
10,186,247,3,forward,1506,12.55
10,188,189,3,forward,1581,13.18
10,188,247,3,backward,6759,56.33
10,189,188,3,backward,5640,47.0
10,189,190,3,forward,1470,12.25
10,190,189,3,backward,5325,44.38
10,190,191,3,forward,1254,10.45
10,191,190,3,backward,4476,37.3
10,191,192,3,forward,1029,8.58
10,192,191,3,backward,3513,29.28
10,192,193,3,forward,717,5.97
10,193,192,3,backward,3051,25.42
10,193,194,3,forward,315,2.62
10,194,193,3,backward,2310,19.25
10,211,185,3,backward,7563,63.02
10,211,186,3,forward,2163,18.02
10,247,186,3,backward,6600,55.0
10,247,188,3,forward,1539,12.83
10,108,135,4,forward,4014,28.67
10,108,212,4,backward,12447,88.91
10,127,208,4,backward,9177,65.55
10,127,209,4,forward,13080,93.43
10,135,108,4,backward,14043,100.31
10,135,216,4,forward,3642,26.01
10,154,201,4,backward,231,1.65
10,154,204,4,forward,963,6.88
10,201,154,4,forward,936,6.69
10,202,203,4,backward,1722,12.3
10,202,206,4,forward,8076,57.69
10,203,202,4,forward,8052,57.51
10,203,205,4,backward,1695,12.11
10,204,154,4,backward,210,1.5
10,204,205,4,forward,2658,18.99
10,205,203,4,forward,7944,56.74
10,205,204,4,backward,615,4.39
10,206,202,4,backward,1740,12.43
10,206,207,4,forward,7308,52.2
10,207,206,4,backward,8547,61.05
10,207,208,4,forward,8043,57.45
10,208,127,4,forward,8490,60.64
10,208,207,4,backward,8934,63.81
10,209,127,4,backward,11043,78.88
10,209,210,4,forward,13314,95.1
10,210,209,4,backward,11067,79.05
10,210,211,4,forward,13206,94.33
10,211,210,4,backward,11706,83.61
10,211,212,4,forward,9552,68.23
10,212,108,4,forward,7329,52.35
10,212,211,4,backward,11547,82.48
10,216,135,4,backward,13239,94.56
10,216,217,4,forward,3033,21.66
10,217,216,4,backward,12588,89.91
10,217,218,4,forward,2709,19.35
10,218,217,4,backward,10230,73.07
10,218,219,4,forward,2163,15.45
10,219,218,4,backward,8460,60.43
10,219,220,4,forward,1269,9.06
10,220,219,4,backward,6045,43.18
10,220,221,4,forward,450,3.21
10,221,220,4,backward,2469,17.64
10,153,154,5,forward,1995,27.71
10,154,153,5,backward,7242,100.58
10,154,155,5,forward,1413,19.62
10,155,154,5,backward,5229,72.62
10,155,156,5,forward,1356,18.83
10,156,155,5,backward,5130,71.25
10,156,157,5,forward,1308,18.17
10,157,156,5,backward,4539,63.04
10,157,158,5,forward,1212,16.83
10,158,157,5,backward,4284,59.5
10,158,159,5,forward,1026,14.25
10,159,158,5,backward,3918,54.42
10,159,160,5,forward,996,13.83
10,160,159,5,backward,3849,53.46
10,160,161,5,forward,990,13.75
10,161,160,5,backward,3777,52.46
10,161,162,5,forward,543,7.54
10,162,161,5,backward,2229,30.96
10,162,163,5,forward,480,6.67
10,163,162,5,backward,2040,28.33
10,163,164,5,forward,3,0.04
10,164,163,5,backward,51,0.71
10,106,185,6,forward,6288,112.29
10,106,61,6,backward,6159,109.98
10,136,216,6,backward,4713,84.16
10,136,61,6,forward,8274,147.75
10,185,106,6,backward,7527,134.41
10,185,63,6,forward,4899,87.48
10,216,136,6,forward,6501,116.09
10,216,59,6,backward,3453,61.66
10,232,64,6,backward,7188,128.36
10,232,65,6,forward,2175,38.84
10,242,57,6,backward,921,16.45
10,242,59,6,forward,3978,71.04
10,54,55,6,forward,444,7.93
10,55,54,6,backward,408,7.29
10,55,56,6,forward,801,14.3
10,56,55,6,backward,570,10.18
10,56,57,6,forward,1350,24.11
10,57,242,6,forward,1926,34.39
10,57,56,6,backward,684,12.21
10,59,216,6,forward,4533,80.95
10,59,242,6,backward,3114,55.61
10,61,106,6,forward,8379,149.62
10,61,136,6,backward,6228,111.21
10,63,185,6,backward,7188,128.36
10,63,64,6,forward,4212,75.21
10,64,232,6,forward,3534,63.11
10,64,63,6,backward,7416,132.43
10,65,232,6,backward,5775,103.12
10,65,66,6,forward,2091,37.34
10,66,65,6,backward,5571,99.48
10,66,67,6,forward,1872,33.43
10,67,66,6,backward,5070,90.54
10,67,68,6,forward,1749,31.23
10,68,67,6,backward,4659,83.2
10,68,69,6,forward,1053,18.8
10,69,68,6,backward,3351,59.84
10,69,70,6,forward,843,15.05
10,70,69,6,backward,2787,49.77
10,70,71,6,forward,714,12.75
10,71,70,6,backward,2310,41.25
10,71,72,6,forward,450,8.04
10,72,71,6,backward,1857,33.16
10,72,73,6,forward,246,4.39
10,73,72,6,backward,1008,18.0
10,73,74,6,forward,120,2.14
10,74,73,6,backward,387,6.91
10,114,241,7,forward,1716,30.64
10,114,247,7,backward,1509,26.95
10,128,209,7,backward,2319,41.41
10,128,234,7,forward,2724,48.64
10,209,128,7,forward,2979,53.2
10,209,233,7,backward,2244,40.07
10,225,226,7,forward,726,12.96
10,226,225,7,backward,609,10.88
10,226,228,7,forward,1761,31.45
10,228,226,7,backward,1089,19.45
10,228,230,7,forward,2520,45.0
10,230,228,7,backward,1605,28.66
10,230,231,7,forward,2775,49.55
10,231,230,7,backward,1875,33.48
10,231,232,7,forward,2901,51.8
10,232,231,7,backward,1956,34.93
10,232,233,7,forward,2508,44.79
10,233,209,7,forward,3051,54.48
10,233,232,7,backward,2019,36.05
10,234,128,7,backward,2139,38.2
10,234,236,7,forward,2862,51.11
10,236,234,7,backward,2013,35.95
10,236,237,7,forward,3057,54.59
10,237,236,7,backward,1803,32.2
10,237,238,7,forward,3378,60.32
10,238,237,7,backward,1602,28.61
10,238,247,7,forward,3450,61.61
10,239,241,7,backward,1617,28.88
10,239,242,7,forward,1275,22.77
10,241,114,7,backward,1569,28.02
10,241,239,7,forward,1446,25.82
10,242,239,7,backward,1557,27.8
10,242,243,7,forward,786,14.04
10,243,242,7,backward,1572,28.07
10,243,244,7,forward,642,11.46
10,244,243,7,backward,1302,23.25
10,244,245,7,forward,435,7.77
10,245,244,7,backward,879,15.7
10,247,114,7,forward,3492,62.36
10,247,238,7,backward,1503,26.84
11,100,101,1,forward,6255,74.46
11,100,99,1,backward,4092,73.07
11,101,100,1,backward,5052,90.21
11,101,102,1,forward,6438,76.64
11,102,101,1,backward,5367,95.84
11,102,103,1,forward,6474,77.07
11,103,102,1,backward,5439,97.12
11,103,104,1,forward,6957,82.82
11,104,103,1,backward,5925,105.8
11,104,105,1,forward,9486,112.93
11,105,104,1,backward,7128,127.29
11,105,106,1,forward,9891,117.75
11,106,105,1,backward,7917,141.38
11,106,107,1,forward,10920,130.0
11,107,106,1,backward,8238,147.11
11,107,108,1,forward,10875,129.46
11,108,107,1,backward,8565,152.95
11,108,109,1,forward,12750,151.79
11,109,108,1,backward,8298,148.18
11,109,132,1,forward,12771,152.04
11,110,111,1,forward,3,0.04
11,110,91,1,backward,108,1.93
11,111,110,1,backward,108,1.93
11,112,113,1,forward,8835,105.18
11,112,132,1,backward,8451,150.91
11,113,112,1,backward,8514,152.04
11,113,114,1,forward,5781,68.82
11,114,113,1,backward,9408,168.0
11,114,115,1,forward,4806,57.21
11,115,114,1,backward,8181,146.09
11,115,116,1,forward,4032,48.0
11,116,115,1,backward,8184,146.14
11,116,117,1,forward,3150,37.5
11,117,116,1,backward,7362,131.46
11,117,118,1,forward,2646,31.5
11,118,117,1,backward,6654,118.82
11,118,119,1,forward,2151,25.61
11,119,118,1,backward,5229,93.38
11,119,120,1,forward,1617,19.25
11,120,119,1,backward,4485,80.09
11,120,121,1,forward,516,6.14
11,121,120,1,backward,1797,32.09
11,121,122,1,forward,510,6.07
11,122,121,1,backward,1701,30.38
11,122,123,1,forward,210,2.5
11,123,122,1,backward,771,13.77
11,123,92,1,forward,147,1.75
11,132,109,1,backward,8571,153.05
11,132,112,1,forward,13482,160.5
11,91,110,1,forward,3,0.04
11,91,92,1,backward,111,1.98
11,92,123,1,backward,462,8.25
11,92,91,1,forward,3,0.04
11,95,96,1,forward,1506,17.93
11,96,95,1,backward,1551,27.7
11,96,97,1,forward,2313,27.54
11,97,96,1,backward,2046,36.54
11,97,98,1,forward,2877,34.25
11,98,97,1,backward,2454,43.82
11,98,99,1,forward,4119,49.04
11,99,100,1,forward,4977,59.25
11,99,98,1,backward,3348,59.79
11,125,126,2,forward,9165,65.46
11,125,153,2,backward,3315,23.68
11,126,125,2,backward,3789,27.06
11,126,127,2,forward,10347,73.91
11,127,126,2,backward,4386,31.33
11,127,128,2,forward,10464,74.74
11,128,127,2,backward,5634,40.24
11,128,129,2,forward,10497,74.98
11,129,128,2,backward,5577,39.84
11,129,130,2,forward,10743,76.74
11,130,129,2,backward,5508,39.34
11,130,131,2,forward,10668,76.2
11,131,130,2,backward,5532,39.51
11,131,132,2,forward,10323,73.74
11,132,131,2,backward,5973,42.66
11,132,133,2,forward,6564,46.89
11,133,132,2,backward,9072,64.8
11,133,134,2,forward,5322,38.01
11,134,133,2,backward,9747,69.62
11,134,135,2,forward,4929,35.21
11,135,134,2,backward,10356,73.97
11,135,136,2,forward,4947,35.34
11,136,135,2,backward,10377,74.12
11,136,137,2,forward,5550,39.64
11,137,136,2,backward,11223,80.16
11,137,138,2,forward,5346,38.19
11,138,137,2,backward,10593,75.66
11,138,139,2,forward,4971,35.51
11,139,138,2,backward,9486,67.76
11,139,140,2,forward,4710,33.64
11,140,139,2,backward,8592,61.37
11,140,141,2,forward,4332,30.94
11,141,140,2,backward,7908,56.49
11,141,142,2,forward,3627,25.91
11,142,141,2,backward,6714,47.96
11,142,143,2,forward,2853,20.38
11,143,142,2,backward,5658,40.41
11,143,144,2,forward,2406,17.19
11,144,143,2,backward,4488,32.06
11,144,145,2,forward,1608,11.49
11,145,144,2,backward,2910,20.79
11,153,125,2,forward,8256,58.97
11,104,182,3,backward,3810,31.75
11,104,183,3,forward,4902,40.85
11,170,171,3,forward,561,4.67
11,171,170,3,backward,363,3.02
11,171,172,3,forward,1080,9.0
11,172,171,3,backward,717,5.97
11,172,175,3,forward,1572,13.1
11,175,172,3,backward,1182,9.85
11,175,176,3,forward,2397,19.98
11,176,175,3,backward,1674,13.95
11,176,177,3,forward,2787,23.23
11,177,176,3,backward,1908,15.9
11,177,178,3,forward,3270,27.25
11,178,177,3,backward,2136,17.8
11,178,179,3,forward,3834,31.95
11,179,178,3,backward,2430,20.25
11,179,180,3,forward,4935,41.12
11,180,179,3,backward,2742,22.85
11,180,181,3,forward,5475,45.62
11,181,180,3,backward,3036,25.3
11,181,182,3,forward,5916,49.3
11,182,104,3,forward,6222,51.85
11,182,181,3,backward,3456,28.8
11,183,104,3,backward,4731,39.42
11,183,184,3,forward,4902,40.85
11,184,183,3,backward,5367,44.73
11,184,185,3,forward,5181,43.18
11,185,184,3,backward,5223,43.53
11,185,211,3,forward,4965,41.38
11,186,211,3,backward,4638,38.65
11,186,247,3,forward,1680,14.0
11,188,189,3,forward,1791,14.92
11,188,247,3,backward,4467,37.23
11,189,188,3,backward,3525,29.38
11,189,190,3,forward,1716,14.3
11,190,189,3,backward,3300,27.5
11,190,191,3,forward,1416,11.8
11,191,190,3,backward,2877,23.97
11,191,192,3,forward,1149,9.57
11,192,191,3,backward,2220,18.5
11,192,193,3,forward,804,6.7
11,193,192,3,backward,1932,16.1
11,193,194,3,forward,339,2.83
11,194,193,3,backward,1485,12.38
11,211,185,3,backward,5694,47.45
11,211,186,3,forward,2331,19.43
11,247,186,3,backward,4371,36.43
11,247,188,3,forward,1713,14.27
11,108,135,4,forward,4131,29.51
11,108,212,4,backward,9609,68.64
11,127,208,4,backward,8646,61.76
11,127,209,4,forward,9627,68.76
11,135,108,4,backward,9948,71.06
11,135,216,4,forward,3768,26.91
11,154,201,4,backward,258,1.84
11,154,204,4,forward,903,6.45
11,201,154,4,forward,645,4.61
11,202,203,4,backward,1668,11.91
11,202,206,4,forward,6465,46.18
11,203,202,4,forward,6444,46.03
11,203,205,4,backward,1614,11.53
11,204,154,4,backward,192,1.37
11,204,205,4,forward,2133,15.24
11,205,203,4,forward,6357,45.41
11,205,204,4,backward,627,4.48
11,206,202,4,backward,1677,11.98
11,206,207,4,forward,5346,38.19
11,207,206,4,backward,7944,56.74
11,207,208,4,forward,5892,42.09
11,208,127,4,forward,6222,44.44
11,208,207,4,backward,8391,59.94
11,209,127,4,backward,10185,72.75
11,209,210,4,forward,9978,71.27
11,210,209,4,backward,10128,72.34
11,210,211,4,forward,10092,72.09
11,211,210,4,backward,10482,74.87
11,211,212,4,forward,7641,54.58
11,212,108,4,forward,6384,45.6
11,212,211,4,backward,9483,67.74
11,216,135,4,backward,9249,66.06
11,216,217,4,forward,3375,24.11
11,217,216,4,backward,8580,61.29
11,217,218,4,forward,2967,21.19
11,218,217,4,backward,7002,50.01
11,218,219,4,forward,2343,16.74
11,219,218,4,backward,5964,42.6
11,219,220,4,forward,1341,9.58
11,220,219,4,backward,4269,30.49
11,220,221,4,forward,516,3.69
11,221,220,4,backward,1803,12.88
11,153,154,5,forward,2004,27.83
11,154,153,5,backward,5151,71.54
11,154,155,5,forward,1386,19.25
11,155,154,5,backward,3801,52.79
11,155,156,5,forward,1317,18.29
11,156,155,5,backward,3726,51.75
11,156,157,5,forward,1242,17.25
11,157,156,5,backward,3303,45.88
11,157,158,5,forward,1167,16.21
11,158,157,5,backward,3099,43.04
11,158,159,5,forward,1008,14.0
11,159,158,5,backward,2871,39.88
11,159,160,5,forward,969,13.46
11,160,159,5,backward,2826,39.25
11,160,161,5,forward,963,13.38
11,161,160,5,backward,2754,38.25
11,161,162,5,forward,570,7.92
11,162,161,5,backward,1677,23.29
11,162,163,5,forward,495,6.88
11,163,162,5,backward,1548,21.5
11,163,164,5,forward,3,0.04
11,164,163,5,backward,33,0.46
11,106,185,6,forward,5280,94.29
11,106,61,6,backward,6162,110.04
11,136,216,6,backward,4572,81.64
11,136,61,6,forward,6576,117.43
11,185,106,6,backward,6339,113.2
11,185,63,6,forward,4599,82.12
11,216,136,6,forward,5124,91.5
11,216,59,6,backward,3282,58.61
11,232,64,6,backward,5442,97.18
11,232,65,6,forward,2361,42.16
11,242,57,6,backward,1023,18.27
11,242,59,6,forward,3108,55.5
11,54,55,6,forward,285,5.09
11,55,54,6,backward,435,7.77
11,55,56,6,forward,564,10.07
11,56,55,6,backward,615,10.98
11,56,57,6,forward,939,16.77
11,57,242,6,forward,1362,24.32
11,57,56,6,backward,756,13.5
11,59,216,6,forward,3558,63.54
11,59,242,6,backward,2985,53.3
11,61,106,6,forward,6687,119.41
11,61,136,6,backward,6261,111.8
11,63,185,6,backward,5481,97.88
11,63,64,6,forward,3912,69.86
11,64,232,6,forward,3399,60.7
11,64,63,6,backward,5661,101.09
11,65,232,6,backward,4239,75.7
11,65,66,6,forward,2286,40.82
11,66,65,6,backward,4080,72.86
11,66,67,6,forward,2097,37.45
11,67,66,6,backward,3699,66.05
11,67,68,6,forward,1944,34.71
11,68,67,6,backward,3432,61.29
11,68,69,6,forward,1191,21.27
11,69,68,6,backward,2427,43.34
11,69,70,6,forward,951,16.98
11,70,69,6,backward,2031,36.27
11,70,71,6,forward,780,13.93
11,71,70,6,backward,1680,30.0
11,71,72,6,forward,528,9.43
11,72,71,6,backward,1347,24.05
11,72,73,6,forward,321,5.73
11,73,72,6,backward,717,12.8
11,73,74,6,forward,144,2.57
11,74,73,6,backward,306,5.46
11,114,241,7,forward,1506,26.89
11,114,247,7,backward,1479,26.41
11,128,209,7,backward,1914,34.18
11,128,234,7,forward,2391,42.7
11,209,128,7,forward,2526,45.11
11,209,233,7,backward,1839,32.84
11,225,226,7,forward,609,10.88
11,226,225,7,backward,507,9.05
11,226,228,7,forward,1368,24.43
11,228,226,7,backward,915,16.34
11,228,230,7,forward,1908,34.07
11,230,228,7,backward,1338,23.89
11,230,231,7,forward,2205,39.38
11,231,230,7,backward,1536,27.43
11,231,232,7,forward,2280,40.71
11,232,231,7,backward,1596,28.5
11,232,233,7,forward,1920,34.29
11,233,209,7,forward,2502,44.68
11,233,232,7,backward,1593,28.45
11,234,128,7,backward,1779,31.77
11,234,236,7,forward,2463,43.98
11,236,234,7,backward,1695,30.27
11,236,237,7,forward,2562,45.75
11,237,236,7,backward,1569,28.02
11,237,238,7,forward,2670,47.68
11,238,237,7,backward,1494,26.68
11,238,247,7,forward,2679,47.84
11,239,241,7,backward,1338,23.89
11,239,242,7,forward,1212,21.64
11,241,114,7,backward,1401,25.02
11,241,239,7,forward,1323,23.62
11,242,239,7,backward,1245,22.23
11,242,243,7,forward,855,15.27
11,243,242,7,backward,1194,21.32
11,243,244,7,forward,687,12.27
11,244,243,7,backward,981,17.52
11,244,245,7,forward,474,8.46
11,245,244,7,backward,672,12.0
11,247,114,7,forward,2631,46.98
11,247,238,7,backward,1440,25.71
12,100,101,1,forward,5295,63.04
12,100,99,1,backward,4032,72.0
12,101,100,1,backward,4998,89.25
12,101,102,1,forward,5523,65.75
12,102,101,1,backward,5322,95.04
12,102,103,1,forward,5562,66.21
12,103,102,1,backward,5373,95.95
12,103,104,1,forward,5898,70.21
12,104,103,1,backward,5814,103.82
12,104,105,1,forward,7803,92.89
12,105,104,1,backward,7122,127.18
12,105,106,1,forward,8226,97.93
12,106,105,1,backward,7794,139.18
12,106,107,1,forward,8874,105.64
12,107,106,1,backward,8196,146.36
12,107,108,1,forward,8901,105.96
12,108,107,1,backward,8454,150.96
12,108,109,1,forward,10299,122.61
12,109,108,1,backward,8505,151.88
12,109,132,1,forward,10923,130.04
12,110,111,1,forward,3,0.04
12,110,91,1,backward,99,1.77
12,111,110,1,backward,96,1.71
12,112,113,1,forward,8046,95.79
12,112,132,1,backward,8355,149.2
12,113,112,1,backward,7329,130.88
12,113,114,1,forward,6201,73.82
12,114,113,1,backward,7494,133.82
12,114,115,1,forward,5409,64.39
12,115,114,1,backward,6414,114.54
12,115,116,1,forward,4638,55.21
12,116,115,1,backward,6453,115.23
12,116,117,1,forward,3717,44.25
12,117,116,1,backward,5865,104.73
12,117,118,1,forward,3126,37.21
12,118,117,1,backward,5433,97.02
12,118,119,1,forward,2544,30.29
12,119,118,1,backward,4293,76.66
12,119,120,1,forward,1818,21.64
12,120,119,1,backward,3858,68.89
12,120,121,1,forward,633,7.54
12,121,120,1,backward,1578,28.18
12,121,122,1,forward,633,7.54
12,122,121,1,backward,1467,26.2
12,122,123,1,forward,225,2.68
12,123,122,1,backward,693,12.38
12,123,92,1,forward,183,2.18
12,132,109,1,backward,8343,148.98
12,132,112,1,forward,11406,135.79
12,91,110,1,forward,3,0.04
12,91,92,1,backward,102,1.82
12,92,123,1,backward,411,7.34
12,92,91,1,forward,3,0.04
12,95,96,1,forward,1272,15.14
12,96,95,1,backward,1452,25.93
12,96,97,1,forward,1917,22.82
12,97,96,1,backward,1971,35.2
12,97,98,1,forward,2412,28.71
12,98,97,1,backward,2355,42.05
12,98,99,1,forward,3432,40.86
12,99,100,1,forward,4125,49.11
12,99,98,1,backward,3243,57.91
12,125,126,2,forward,6918,49.41
12,125,153,2,backward,3951,28.22
12,126,125,2,backward,4437,31.69
12,126,127,2,forward,7743,55.31
12,127,126,2,backward,5040,36.0
12,127,128,2,forward,7809,55.78
12,128,127,2,backward,5892,42.09
12,128,129,2,forward,7767,55.48
12,129,128,2,backward,5862,41.87
12,129,130,2,forward,8025,57.32
12,130,129,2,backward,5742,41.01
12,130,131,2,forward,8043,57.45
12,131,130,2,backward,5775,41.25
12,131,132,2,forward,8085,57.75
12,132,131,2,backward,5892,42.09
12,132,133,2,forward,6291,44.94
12,133,132,2,backward,7074,50.53
12,133,134,2,forward,5676,40.54
12,134,133,2,backward,7260,51.86
12,134,135,2,forward,5517,39.41
12,135,134,2,backward,7413,52.95
12,135,136,2,forward,5562,39.73
12,136,135,2,backward,7305,52.18
12,136,137,2,forward,6378,45.56
12,137,136,2,backward,8046,57.47
12,137,138,2,forward,6132,43.8
12,138,137,2,backward,7614,54.39
12,138,139,2,forward,5637,40.26
12,139,138,2,backward,6918,49.41
12,139,140,2,forward,5298,37.84
12,140,139,2,backward,6237,44.55
12,140,141,2,forward,4782,34.16
12,141,140,2,backward,5850,41.79
12,141,142,2,forward,4116,29.4
12,142,141,2,backward,4896,34.97
12,142,143,2,forward,3201,22.86
12,143,142,2,backward,4143,29.59
12,143,144,2,forward,2727,19.48
12,144,143,2,backward,3342,23.87
12,144,145,2,forward,1872,13.37
12,145,144,2,backward,2265,16.18
12,153,125,2,forward,6309,45.06
12,104,182,3,backward,4131,34.42
12,104,183,3,forward,4413,36.78
12,170,171,3,forward,618,5.15
12,171,170,3,backward,552,4.6
12,171,172,3,forward,1065,8.88
12,172,171,3,backward,909,7.58
12,172,175,3,forward,1422,11.85
12,175,172,3,backward,1413,11.77
12,175,176,3,forward,2112,17.6
12,176,175,3,backward,1914,15.95
12,176,177,3,forward,2370,19.75
12,177,176,3,backward,2142,17.85
12,177,178,3,forward,2784,23.2
12,178,177,3,backward,2370,19.75
