hour,from_station,to_station,line,direction,passenger_count,capacity_utilization_percent
14,189,190,3,forward,3048,25.4
14,190,189,3,backward,2181,18.18
14,190,191,3,forward,2430,20.25
14,191,190,3,backward,1938,16.15
14,191,192,3,forward,1914,15.95
14,192,191,3,backward,1563,13.03
14,192,193,3,forward,1509,12.57
14,193,192,3,backward,1278,10.65
14,193,194,3,forward,681,5.67
14,194,193,3,backward,948,7.9
14,211,185,3,backward,4776,39.8
14,211,186,3,forward,3753,31.27
14,247,186,3,backward,2640,22.0
14,247,188,3,forward,3255,27.12
14,108,135,4,forward,6561,46.86
14,108,212,4,backward,7440,53.14
14,127,208,4,backward,8379,59.85
14,127,209,4,forward,6204,44.31
14,135,108,4,backward,5865,41.89
14,135,216,4,forward,6096,43.54
14,154,201,4,backward,486,3.47
14,154,204,4,forward,546,3.9
14,201,154,4,forward,273,1.95
14,202,203,4,backward,2088,14.91
14,202,206,4,forward,4641,33.15
14,203,202,4,forward,4605,32.89
14,203,205,4,backward,2040,14.57
14,204,154,4,backward,246,1.76
14,204,205,4,forward,1230,8.79
14,205,203,4,forward,4497,32.12
14,205,204,4,backward,1170,8.36
14,206,202,4,backward,2103,15.02
14,206,207,4,forward,3489,24.92
14,207,206,4,backward,7530,53.79
14,207,208,4,forward,3834,27.39
14,208,127,4,forward,4197,29.98
14,208,207,4,backward,8109,57.92
14,209,127,4,backward,12666,90.47
14,209,210,4,forward,6885,49.18
14,210,209,4,backward,12549,89.64
14,210,211,4,forward,7563,54.02
14,211,210,4,backward,12051,86.08
14,211,212,4,forward,6165,44.04
14,212,108,4,forward,6792,48.51
14,212,211,4,backward,9960,71.14
14,216,135,4,backward,5400,38.57
14,216,217,4,forward,5571,39.79
14,217,216,4,backward,4809,34.35
14,217,218,4,forward,4791,34.22
14,218,217,4,backward,4080,29.14
14,218,219,4,forward,3819,27.28
14,219,218,4,backward,3357,23.98
14,219,220,4,forward,2262,16.16
14,220,219,4,backward,2391,17.08
14,220,221,4,forward,861,6.15
14,221,220,4,backward,930,6.64
14,153,154,5,forward,3933,54.62
14,154,153,5,backward,2892,40.17
14,154,155,5,forward,2448,34.0
14,155,154,5,backward,2181,30.29
14,155,156,5,forward,2343,32.54
14,156,155,5,backward,2133,29.62
14,156,157,5,forward,2202,30.58
14,157,156,5,backward,1980,27.5
14,157,158,5,forward,2073,28.79
14,158,157,5,backward,1884,26.17
14,158,159,5,forward,1773,24.62
14,159,158,5,backward,1674,23.25
14,159,160,5,forward,1692,23.5
14,160,159,5,backward,1650,22.92
14,160,161,5,forward,1674,23.25
14,161,160,5,backward,1626,22.58
14,161,162,5,forward,1062,14.75
14,162,161,5,backward,960,13.33
14,162,163,5,forward,999,13.88
14,163,162,5,backward,855,11.88
14,164,163,5,backward,39,0.54
14,106,185,6,forward,5559,99.27
14,106,61,6,backward,8928,159.43
14,136,216,6,backward,6069,108.38
14,136,61,6,forward,5070,90.54
14,185,106,6,backward,7368,131.57
14,185,63,6,forward,5439,97.12
14,216,136,6,forward,4098,73.18
14,216,59,6,backward,4245,75.8
14,232,64,6,backward,4404,78.64
14,232,65,6,forward,4296,76.71
14,242,57,6,backward,1533,27.38
14,242,59,6,forward,2481,44.3
14,54,55,6,forward,117,2.09
14,55,54,6,backward,549,9.8
14,55,56,6,forward,291,5.2
14,56,55,6,backward,816,14.57
14,56,57,6,forward,630,11.25
14,57,242,6,forward,915,16.34
14,57,56,6,backward,1077,19.23
14,59,216,6,forward,2808,50.14
14,59,242,6,backward,3819,68.2
14,61,106,6,forward,5238,93.54
14,61,136,6,backward,9015,160.98
14,63,185,6,backward,5532,98.79
14,63,64,6,forward,5316,94.93
14,64,232,6,forward,5004,89.36
14,64,63,6,backward,4974,88.82
14,65,232,6,backward,2613,46.66
14,65,66,6,forward,4158,74.25
14,66,65,6,backward,2502,44.68
14,66,67,6,forward,3864,69.0
14,67,66,6,backward,2310,41.25
14,67,68,6,forward,3615,64.55
14,68,67,6,backward,2076,37.07
14,68,69,6,forward,2376,42.43
14,69,68,6,backward,1353,24.16
14,69,70,6,forward,1902,33.96
14,70,69,6,backward,1086,19.39
14,70,71,6,forward,1482,26.46
14,71,70,6,backward,897,16.02
14,71,72,6,forward,1041,18.59
14,72,71,6,backward,732,13.07
14,72,73,6,forward,564,10.07
14,73,72,6,backward,363,6.48
14,73,74,6,forward,219,3.91
14,74,73,6,backward,141,2.52
14,114,241,7,forward,1578,28.18
14,114,247,7,backward,1911,34.12
14,128,209,7,backward,2082,37.18
14,128,234,7,forward,2331,41.62
14,209,128,7,forward,2517,44.95
14,209,233,7,backward,2070,36.96
14,225,226,7,forward,582,10.39
14,226,225,7,backward,549,9.8
14,226,228,7,forward,1182,21.11
14,228,226,7,backward,1071,19.12
14,228,230,7,forward,1827,32.62
14,230,228,7,backward,1530,27.32
14,230,231,7,forward,2259,40.34
14,231,230,7,backward,1725,30.8
14,231,232,7,forward,2298,41.04
14,232,231,7,backward,1815,32.41
14,232,233,7,forward,1887,33.7
14,233,209,7,forward,2418,43.18
14,233,232,7,backward,1845,32.95
14,234,128,7,backward,1830,32.68
14,234,236,7,forward,2268,40.5
14,236,234,7,backward,1809,32.3
14,236,237,7,forward,2175,38.84
14,237,236,7,backward,1830,32.68
14,237,238,7,forward,2049,36.59
14,238,237,7,backward,1911,34.12
14,238,247,7,forward,2034,36.32
14,239,241,7,backward,1113,19.88
14,239,242,7,forward,1470,26.25
14,241,114,7,backward,1416,25.29
14,241,239,7,forward,1584,28.29
14,242,239,7,backward,1023,18.27
14,242,243,7,forward,1299,23.2
14,243,242,7,backward,837,14.95
14,243,244,7,forward,1014,18.11
14,244,243,7,backward,693,12.38
14,244,245,7,forward,702,12.54
14,245,244,7,backward,450,8.04
14,247,114,7,forward,1893,33.8
14,247,238,7,backward,1854,33.11
15,100,101,1,forward,7155,85.18
15,100,99,1,backward,5463,97.55
15,101,100,1,backward,6291,112.34
15,101,102,1,forward,7860,93.57
15,102,101,1,backward,6498,116.04
15,102,103,1,forward,8010,95.36
15,103,102,1,backward,6543,116.84
15,103,104,1,forward,8964,106.71
15,104,103,1,backward,6810,121.61
15,104,105,1,forward,9987,118.89
15,105,104,1,backward,8931,159.48
15,105,106,1,forward,11199,133.32
15,106,105,1,backward,9234,164.89
15,106,107,1,forward,10800,128.57
15,107,106,1,backward,10467,186.91
15,107,108,1,forward,11406,135.79
15,108,107,1,backward,10233,182.73
15,108,109,1,forward,10773,128.25
15,109,108,1,backward,10749,191.95
15,109,132,1,forward,11739,139.75
15,110,111,1,forward,3,0.04
15,110,91,1,backward,60,1.07
15,111,110,1,backward,54,0.96
15,112,113,1,forward,10398,123.79
15,112,132,1,backward,10254,183.11
15,113,112,1,backward,7521,134.3
15,113,114,1,forward,10293,122.54
15,114,113,1,backward,5883,105.05
15,114,115,1,forward,8922,106.21
15,115,114,1,backward,4818,86.04
15,115,116,1,forward,8166,97.21
15,116,115,1,backward,4701,83.95
15,116,117,1,forward,6645,79.11
15,117,116,1,backward,4314,77.04
15,117,118,1,forward,5487,65.32
15,118,117,1,backward,3960,70.71
15,118,119,1,forward,4302,51.21
15,119,118,1,backward,3243,57.91
15,119,120,1,forward,2751,32.75
15,120,119,1,backward,3159,56.41
15,120,121,1,forward,747,8.89
15,121,120,1,backward,1221,21.8
15,121,122,1,forward,750,8.93
15,122,121,1,backward,1113,19.88
15,122,123,1,forward,219,2.61
15,123,122,1,backward,597,10.66
15,123,92,1,forward,180,2.14
15,132,109,1,backward,10299,183.91
15,132,112,1,forward,11277,134.25
15,91,110,1,forward,6,0.07
15,91,92,1,backward,60,1.07
15,92,123,1,backward,381,6.8
15,92,91,1,forward,6,0.07
15,95,96,1,forward,1713,20.39
15,96,95,1,backward,1692,30.21
15,96,97,1,forward,2448,29.14
15,97,96,1,backward,2556,45.64
15,97,98,1,forward,3072,36.57
15,98,97,1,backward,3153,56.3
15,98,99,1,forward,4146,49.36
15,99,100,1,forward,5244,62.43
15,99,98,1,backward,4635,82.77
15,125,126,2,forward,4908,35.06
15,125,153,2,backward,7899,56.42
15,126,125,2,backward,8793,62.81
15,126,127,2,forward,5598,39.99
15,127,126,2,backward,9741,69.58
15,127,128,2,forward,6777,48.41
15,128,127,2,backward,9651,68.94
15,128,129,2,forward,6738,48.13
15,129,128,2,backward,9717,69.41
15,129,130,2,forward,7026,50.19
15,130,129,2,backward,9609,68.64
15,130,131,2,forward,7269,51.92
15,131,130,2,backward,9387,67.05
15,131,132,2,forward,8070,57.64
15,132,131,2,backward,8685,62.04
15,132,133,2,forward,9279,66.28
15,133,132,2,backward,7089,50.64
15,133,134,2,forward,9387,67.05
15,134,133,2,backward,6450,46.07
15,134,135,2,forward,9873,70.52
15,135,134,2,backward,5775,41.25
15,135,136,2,forward,10017,71.55
15,136,135,2,backward,5484,39.17
15,136,137,2,forward,11502,82.16
15,137,136,2,backward,6030,43.07
15,137,138,2,forward,10971,78.36
15,138,137,2,backward,5808,41.49
15,138,139,2,forward,9681,69.15
15,139,138,2,backward,5301,37.86
15,139,140,2,forward,8697,62.12
15,140,139,2,backward,5031,35.94
15,140,141,2,forward,7830,55.93
15,141,140,2,backward,4800,34.29
15,141,142,2,forward,6552,46.8
15,142,141,2,backward,4032,28.8
15,142,143,2,forward,5007,35.76
15,143,142,2,backward,3357,23.98
15,143,144,2,forward,4110,29.36
15,144,143,2,backward,2661,19.01
15,144,145,2,forward,2382,17.01
15,145,144,2,backward,1896,13.54
15,153,125,2,forward,4392,31.37
15,104,182,3,backward,5853,48.77
15,104,183,3,forward,6792,56.6
15,170,171,3,forward,606,5.05
15,171,170,3,backward,615,5.12
15,171,172,3,forward,1047,8.72
15,172,171,3,backward,1260,10.5
15,172,175,3,forward,1581,13.18
15,175,172,3,backward,1815,15.12
15,175,176,3,forward,2439,20.32
15,176,175,3,backward,2646,22.05
15,176,177,3,forward,2700,22.5
15,177,176,3,backward,3021,25.17
15,177,178,3,forward,3018,25.15
15,178,177,3,backward,3342,27.85
15,178,179,3,forward,3438,28.65
15,179,178,3,backward,3795,31.62
15,179,180,3,forward,4029,33.58
15,180,179,3,backward,4467,37.23
15,180,181,3,forward,4317,35.98
15,181,180,3,backward,5235,43.62
15,181,182,3,forward,5274,43.95
15,182,104,3,forward,5946,49.55
15,182,181,3,backward,5562,46.35
15,183,104,3,backward,5397,44.98
15,183,184,3,forward,8280,69.0
15,184,183,3,backward,5202,43.35
15,184,185,3,forward,9342,77.85
15,185,184,3,backward,4776,39.8
15,185,211,3,forward,8871,73.92
15,186,211,3,backward,2886,24.05
15,186,247,3,forward,4515,37.62
15,188,189,3,forward,4434,36.95
15,188,247,3,backward,2334,19.45
15,189,188,3,backward,2040,17.0
15,189,190,3,forward,4248,35.4
15,190,189,3,backward,1917,15.97
15,190,191,3,forward,3348,27.9
15,191,190,3,backward,1716,14.3
15,191,192,3,forward,2568,21.4
15,192,191,3,backward,1413,11.77
15,192,193,3,forward,2004,16.7
15,193,192,3,backward,1164,9.7
15,193,194,3,forward,990,8.25
15,194,193,3,backward,888,7.4
15,211,185,3,backward,4875,40.62
15,211,186,3,forward,5250,43.75
15,247,186,3,backward,2253,18.77
15,247,188,3,forward,4590,38.25
15,108,135,4,forward,8199,58.56
15,108,212,4,backward,8250,58.93
15,127,208,4,backward,10572,75.51
15,127,209,4,forward,6468,46.2
15,135,108,4,backward,5640,40.29
15,135,216,4,forward,7743,55.31
15,154,201,4,backward,687,4.91
15,154,204,4,forward,519,3.71
15,201,154,4,forward,240,1.71
15,202,203,4,backward,2808,20.06
15,202,206,4,forward,4563,32.59
15,203,202,4,forward,4506,32.19
15,203,205,4,backward,2763,19.74
15,204,154,4,backward,303,2.16
15,204,205,4,forward,1161,8.29
15,205,203,4,forward,4320,30.86
15,205,204,4,backward,1479,10.56
15,206,202,4,backward,2847,20.34
15,206,207,4,forward,3474,24.81
15,207,206,4,backward,9567,68.34
15,207,208,4,forward,3852,27.51
15,208,127,4,forward,4248,30.34
15,208,207,4,backward,10257,73.26
15,209,127,4,backward,15927,113.76
15,209,210,4,forward,7329,52.35
15,210,209,4,backward,15726,112.33
15,210,211,4,forward,8109,57.92
15,211,210,4,backward,14904,106.46
15,211,212,4,forward,7044,50.31
15,212,108,4,forward,7932,56.66
15,212,211,4,backward,11703,83.59
15,216,135,4,backward,5211,37.22
15,216,217,4,forward,7290,52.07
15,217,216,4,backward,4371,31.22
15,217,218,4,forward,6093,43.52
15,218,217,4,backward,3750,26.79
15,218,219,4,forward,4974,35.53
15,219,218,4,backward,3204,22.89
15,219,220,4,forward,3003,21.45
15,220,219,4,backward,2367,16.91
15,220,221,4,forward,1089,7.78
15,221,220,4,backward,960,6.86
15,153,154,5,forward,4995,69.38
15,154,153,5,backward,2802,38.92
15,154,155,5,forward,3231,44.88
15,155,154,5,backward,2100,29.17
15,155,156,5,forward,3102,43.08
15,156,155,5,backward,2073,28.79
15,156,157,5,forward,2925,40.62
15,157,156,5,backward,1884,26.17
15,157,158,5,forward,2736,38.0
15,158,157,5,backward,1782,24.75
15,158,159,5,forward,2424,33.67
15,159,158,5,backward,1551,21.54
15,159,160,5,forward,2331,32.38
15,160,159,5,backward,1515,21.04
15,160,161,5,forward,2301,31.96
15,161,160,5,backward,1476,20.5
15,161,162,5,forward,1500,20.83
15,162,161,5,backward,855,11.88
15,162,163,5,forward,1413,19.62
15,163,162,5,backward,750,10.42
15,164,163,5,backward,36,0.5
15,106,185,6,forward,5994,107.04
15,106,61,6,backward,10605,189.38
15,136,216,6,backward,7467,133.34
15,136,61,6,forward,4932,88.07
15,185,106,6,backward,8646,154.39
15,185,63,6,forward,5880,105.0
15,216,136,6,forward,3948,70.5
15,216,59,6,backward,4989,89.09
15,232,64,6,backward,5004,89.36
15,232,65,6,forward,4701,83.95
15,242,57,6,backward,1863,33.27
15,242,59,6,forward,2409,43.02
15,54,55,6,forward,123,2.2
15,55,54,6,backward,639,11.41
15,55,56,6,forward,282,5.04
15,56,55,6,backward,1014,18.11
15,56,57,6,forward,561,10.02
15,57,242,6,forward,825,14.73
15,57,56,6,backward,1422,25.39
15,59,216,6,forward,2712,48.43
15,59,242,6,backward,4557,81.38
15,61,106,6,forward,5124,91.5
15,61,136,6,backward,10692,190.93
15,63,185,6,backward,6357,113.52
15,63,64,6,forward,5694,101.68
15,64,232,6,forward,5409,96.59
15,64,63,6,backward,5649,100.88
15,65,232,6,backward,2679,47.84
15,65,66,6,forward,4563,81.48
15,66,65,6,backward,2547,45.48
15,66,67,6,forward,4200,75.0
15,67,66,6,backward,2325,41.52
15,67,68,6,forward,3870,69.11
15,68,67,6,backward,2079,37.12
15,68,69,6,forward,2709,48.38
15,69,68,6,backward,1263,22.55
15,69,70,6,forward,2166,38.68
15,70,69,6,backward,999,17.84
15,70,71,6,forward,1734,30.96
15,71,70,6,backward,816,14.57
15,71,72,6,forward,1161,20.73
15,72,71,6,backward,735,13.12
15,72,73,6,forward,621,11.09
15,73,72,6,backward,342,6.11
15,73,74,6,forward,222,3.96
15,74,73,6,backward,138,2.46
15,114,241,7,forward,1734,30.96
15,114,247,7,backward,2292,40.93
15,128,209,7,backward,1989,35.52
15,128,234,7,forward,2688,48.0
15,209,128,7,forward,2940,52.5
15,209,233,7,backward,2046,36.54
15,225,226,7,forward,618,11.04
15,226,225,7,backward,570,10.18
15,226,228,7,forward,1389,24.8
15,228,226,7,backward,1158,20.68
15,228,230,7,forward,2322,41.46
15,230,228,7,backward,1647,29.41
15,230,231,7,forward,2796,49.93
15,231,230,7,backward,1764,31.5
15,231,232,7,forward,2832,50.57
15,232,231,7,backward,1848,33.0
15,232,233,7,forward,2274,40.61
15,233,209,7,forward,2898,51.75
15,233,232,7,backward,1842,32.89
15,234,128,7,backward,1794,32.04
15,234,236,7,forward,2580,46.07
15,236,234,7,backward,1908,34.07
15,236,237,7,forward,2394,42.75
15,237,236,7,backward,1965,35.09
15,237,238,7,forward,2166,38.68
15,238,237,7,backward,2154,38.46
15,238,247,7,forward,2073,37.02
15,239,241,7,backward,1221,21.8
15,239,242,7,forward,1587,28.34
15,241,114,7,backward,1509,26.95
15,241,239,7,forward,1731,30.91
15,242,239,7,backward,1128,20.14
15,242,243,7,forward,1518,27.11
15,243,242,7,backward,771,13.77
15,243,244,7,forward,1203,21.48
15,244,243,7,backward,651,11.62
15,244,245,7,forward,795,14.2
15,245,244,7,backward,420,7.5
15,247,114,7,forward,1941,34.66
15,247,238,7,backward,2172,38.79
16,100,101,1,forward,9168,109.14
16,100,99,1,backward,6060,108.21
16,101,100,1,backward,6813,121.66
16,101,102,1,forward,10413,123.96
16,102,101,1,backward,7008,125.14
16,102,103,1,forward,10551,125.61
16,103,102,1,backward,7038,125.68
16,103,104,1,forward,11877,141.39
16,104,103,1,backward,7305,130.45
16,104,105,1,forward,12486,148.64
16,105,104,1,backward,9756,174.21
16,105,106,1,forward,14388,171.29
16,106,105,1,backward,9867,176.2
16,106,107,1,forward,13035,155.18
16,107,106,1,backward,11388,203.36
16,107,108,1,forward,13725,163.39
16,108,107,1,backward,10899,194.62
16,108,109,1,forward,11982,142.64
16,109,108,1,backward,11874,212.04
16,109,132,1,forward,13077,155.68
16,110,111,1,forward,3,0.04
16,110,91,1,backward,63,1.12
16,111,110,1,backward,57,1.02
16,112,113,1,forward,11907,141.75
16,112,132,1,backward,11337,202.45
16,113,112,1,backward,8019,143.2
16,113,114,1,forward,12237,145.68
16,114,113,1,backward,5241,93.59
16,114,115,1,forward,10539,125.46
16,115,114,1,backward,4206,75.11
16,115,116,1,forward,9846,117.21
16,116,115,1,backward,4056,72.43
16,116,117,1,forward,8166,97.21
16,117,116,1,backward,3768,67.29
16,117,118,1,forward,6804,81.0
16,118,117,1,backward,3537,63.16
16,118,119,1,forward,5229,62.25
16,119,118,1,backward,3060,54.64
16,119,120,1,forward,3309,39.39
16,120,119,1,backward,3015,53.84
16,120,121,1,forward,915,10.89
16,121,120,1,backward,1422,25.39
16,121,122,1,forward,918,10.93
16,122,121,1,backward,1320,23.57
16,122,123,1,forward,318,3.79
16,123,122,1,backward,669,11.95
16,123,92,1,forward,255,3.04
16,132,109,1,backward,11310,201.96
16,132,112,1,forward,12042,143.36
16,91,110,1,forward,6,0.07
16,91,92,1,backward,63,1.12
16,92,123,1,backward,489,8.73
16,92,91,1,forward,6,0.07
16,95,96,1,forward,1932,23.0
16,96,95,1,backward,1887,33.7
16,96,97,1,forward,2973,35.39
16,97,96,1,backward,2895,51.7
16,97,98,1,forward,3876,46.14
16,98,97,1,backward,3531,63.05
16,98,99,1,forward,5109,60.82
16,99,100,1,forward,6777,80.68
16,99,98,1,backward,5259,93.91
16,125,126,2,forward,5151,36.79
16,125,153,2,backward,9345,66.75
16,126,125,2,backward,10269,73.35
16,126,127,2,forward,6024,43.03
16,127,126,2,backward,11142,79.59
16,127,128,2,forward,6969,49.78
16,128,127,2,backward,10521,75.15
16,128,129,2,forward,6798,48.56
16,129,128,2,backward,10578,75.56
16,129,130,2,forward,7044,50.31
16,130,129,2,backward,10524,75.17
16,130,131,2,forward,7251,51.79
16,131,130,2,backward,10326,73.76
16,131,132,2,forward,8241,58.86
16,132,131,2,backward,9627,68.76
16,132,133,2,forward,9462,67.59
16,133,132,2,backward,7410,52.93
16,133,134,2,forward,9915,70.82
16,134,133,2,backward,6243,44.59
16,134,135,2,forward,10458,74.7
16,135,134,2,backward,5562,39.73
16,135,136,2,forward,10602,75.73
16,136,135,2,backward,5169,36.92
16,136,137,2,forward,11976,85.54
16,137,136,2,backward,6066,43.33
16,137,138,2,forward,11415,81.54
16,138,137,2,backward,5949,42.49
16,138,139,2,forward,10098,72.13
16,139,138,2,backward,5724,40.89
16,139,140,2,forward,9114,65.1
16,140,139,2,backward,5409,38.64
16,140,141,2,forward,8280,59.14
16,141,140,2,backward,5172,36.94
16,141,142,2,forward,6993,49.95
16,142,141,2,backward,4386,31.33
16,142,143,2,forward,5571,39.79
16,143,142,2,backward,3669,26.21
16,143,144,2,forward,4632,33.09
16,144,143,2,backward,3018,21.56
16,144,145,2,forward,2799,19.99
16,145,144,2,backward,2247,16.05
16,153,125,2,forward,4590,32.79
16,104,182,3,backward,6615,55.12
16,104,183,3,forward,8316,69.3
16,170,171,3,forward,627,5.22
16,171,170,3,backward,582,4.85
16,171,172,3,forward,1074,8.95
16,172,171,3,backward,1290,10.75
16,172,175,3,forward,1917,15.97
16,175,172,3,backward,1890,15.75
16,175,176,3,forward,3114,25.95
16,176,175,3,backward,2922,24.35
16,176,177,3,forward,3492,29.1
16,177,176,3,backward,3426,28.55
16,177,178,3,forward,3828,31.9
16,178,177,3,backward,3807,31.72
16,178,179,3,forward,4332,36.1
16,179,178,3,backward,4386,36.55
16,179,180,3,forward,4929,41.08
16,180,179,3,backward,5196,43.3
16,180,181,3,forward,5181,43.18
16,181,180,3,backward,6141,51.18
16,181,182,3,forward,6174,51.45
16,182,104,3,forward,7308,60.9
16,182,181,3,backward,6429,53.57
16,183,104,3,backward,6327,52.73
16,183,184,3,forward,11502,95.85
16,184,183,3,backward,5403,45.02
16,184,185,3,forward,12963,108.02
16,185,184,3,backward,4761,39.67
16,185,211,3,forward,11928,99.4
16,186,211,3,backward,2958,24.65
16,186,247,3,forward,5655,47.12
16,188,189,3,forward,5421,45.17
16,188,247,3,backward,2292,19.1
16,189,188,3,backward,1920,16.0
16,189,190,3,forward,5223,43.53
16,190,189,3,backward,1818,15.15
16,190,191,3,forward,4014,33.45
16,191,190,3,backward,1653,13.78
16,191,192,3,forward,3039,25.32
16,192,191,3,backward,1401,11.68
16,192,193,3,forward,2538,21.15
16,193,192,3,backward,1110,9.25
16,193,194,3,forward,1269,10.57
16,194,193,3,backward,849,7.07
16,211,185,3,backward,4995,41.62
16,211,186,3,forward,6453,53.77
16,247,186,3,backward,2223,18.52
16,247,188,3,forward,5730,47.75
16,108,135,4,forward,9066,64.76
16,108,212,4,backward,8418,60.13
16,127,208,4,backward,12429,88.78
16,127,209,4,forward,6801,48.58
16,135,108,4,backward,5334,38.1
16,135,216,4,forward,8616,61.54
16,154,201,4,backward,561,4.01
16,154,204,4,forward,486,3.47
16,201,154,4,forward,237,1.69
16,202,203,4,backward,2889,20.64
16,202,206,4,forward,4950,35.36
16,203,202,4,forward,4905,35.04
16,203,205,4,backward,2802,20.01
16,204,154,4,backward,330,2.36
16,204,205,4,forward,1206,8.61
16,205,203,4,forward,4707,33.62
16,205,204,4,backward,1467,10.48
16,206,202,4,backward,2898,20.7
16,206,207,4,forward,3771,26.94
16,207,206,4,backward,11265,80.46
16,207,208,4,forward,4206,30.04
16,208,127,4,forward,4587,32.76
16,208,207,4,backward,11994,85.67
16,209,127,4,backward,18681,133.44
16,209,210,4,forward,7941,56.72
16,210,209,4,backward,18186,129.9
16,210,211,4,forward,8964,64.03
16,211,210,4,backward,17004,121.46
16,211,212,4,forward,7599,54.28
16,212,108,4,forward,8856,63.26
16,212,211,4,backward,12504,89.31
16,216,135,4,backward,4917,35.12
16,216,217,4,forward,7851,56.08
16,217,216,4,backward,4155,29.68
16,217,218,4,forward,6651,47.51
16,218,217,4,backward,3645,26.04
16,218,219,4,forward,5382,38.44
16,219,218,4,backward,3213,22.95
16,219,220,4,forward,3078,21.99
16,220,219,4,backward,2355,16.82
16,220,221,4,forward,1158,8.27
16,221,220,4,backward,1092,7.8
16,153,154,5,forward,6081,84.46
16,154,153,5,backward,2739,38.04
16,154,155,5,forward,4107,57.04
16,155,154,5,backward,2052,28.5
16,155,156,5,forward,3942,54.75
16,156,155,5,backward,2010,27.92
16,156,157,5,forward,3729,51.79
16,157,156,5,backward,1800,25.0
16,157,158,5,forward,3489,48.46
16,158,157,5,backward,1683,23.38
16,158,159,5,forward,3171,44.04
16,159,158,5,backward,1413,19.62
16,159,160,5,forward,3096,43.0
16,160,159,5,backward,1362,18.92
16,160,161,5,forward,3063,42.54
16,161,160,5,backward,1320,18.33
16,161,162,5,forward,1986,27.58
16,162,161,5,backward,789,10.96
16,162,163,5,forward,1872,26.0
16,163,162,5,backward,714,9.92
16,164,163,5,backward,36,0.5
16,106,185,6,forward,6081,108.59
16,106,61,6,backward,12219,218.2
16,136,216,6,backward,8802,157.18
16,136,61,6,forward,4635,82.77
16,185,106,6,backward,9732,173.79
16,185,63,6,forward,6102,108.96
16,216,136,6,forward,3801,67.88
16,216,59,6,backward,5823,103.98
16,232,64,6,backward,5754,102.75
16,232,65,6,forward,5229,93.38
16,242,57,6,backward,2019,36.05
16,242,59,6,forward,2424,43.29
16,54,55,6,forward,150,2.68
16,55,54,6,backward,657,11.73
16,55,56,6,forward,324,5.79
16,56,55,6,backward,1044,18.64
16,56,57,6,forward,591,10.55
16,57,242,6,forward,840,15.0
16,57,56,6,backward,1479,26.41
16,59,216,6,forward,2724,48.64
16,59,242,6,backward,5226,93.32
16,61,106,6,forward,4830,86.25
16,61,136,6,backward,12468,222.64
16,63,185,6,backward,7272,129.86
16,63,64,6,forward,6060,108.21
16,64,232,6,forward,5841,104.3
16,64,63,6,backward,6618,118.18
16,65,232,6,backward,2916,52.07
16,65,66,6,forward,5094,90.96
16,66,65,6,backward,2754,49.18
16,66,67,6,forward,4668,83.36
16,67,66,6,backward,2418,43.18
16,67,68,6,forward,4320,77.14
16,68,67,6,backward,2175,38.84
16,68,69,6,forward,3096,55.29
16,69,68,6,backward,1161,20.73
16,69,70,6,forward,2481,44.3
16,70,69,6,backward,954,17.04
16,70,71,6,forward,1986,35.46
16,71,70,6,backward,744,13.29
16,71,72,6,forward,1392,24.86
16,72,71,6,backward,702,12.54
16,72,73,6,forward,705,12.59
16,73,72,6,backward,360,6.43
16,73,74,6,forward,231,4.12
16,74,73,6,backward,150,2.68
16,114,241,7,forward,1836,32.79
16,114,247,7,backward,2337,41.73
16,128,209,7,backward,1875,33.48
16,128,234,7,forward,2742,48.96
16,209,128,7,forward,3339,59.62
16,209,233,7,backward,1863,33.27
16,225,226,7,forward,876,15.64
16,226,225,7,backward,588,10.5
16,226,228,7,forward,1860,33.21
16,228,226,7,backward,1158,20.68
16,228,230,7,forward,2997,53.52
16,230,228,7,backward,1578,28.18
16,230,231,7,forward,3495,62.41
16,231,230,7,backward,1644,29.36
16,231,232,7,forward,3540,63.21
16,232,231,7,backward,1725,30.8
16,232,233,7,forward,2805,50.09
16,233,209,7,forward,3537,63.16
16,233,232,7,backward,1683,30.05
16,234,128,7,backward,1869,33.38
16,234,236,7,forward,2685,47.95
16,236,234,7,backward,1992,35.57
16,236,237,7,forward,2490,44.46
16,237,236,7,backward,1986,35.46
16,237,238,7,forward,2250,40.18
16,238,237,7,backward,2184,39.0
16,238,247,7,forward,2136,38.14
16,239,241,7,backward,1083,19.34
16,239,242,7,forward,1665,29.73
16,241,114,7,backward,1467,26.2
16,241,239,7,forward,1833,32.73
16,242,239,7,backward,1014,18.11
16,242,243,7,forward,1611,28.77
16,243,242,7,backward,717,12.8
16,243,244,7,forward,1266,22.61
16,244,243,7,backward,645,11.52
16,244,245,7,forward,873,15.59
16,245,244,7,backward,420,7.5
16,247,114,7,forward,2010,35.89
16,247,238,7,backward,2241,40.02
17,100,101,1,forward,11880,141.43
17,100,99,1,backward,7092,126.64
17,101,100,1,backward,7788,139.07
17,101,102,1,forward,13737,163.54
17,102,101,1,backward,7899,141.05
17,102,103,1,forward,13926,165.79
17,103,102,1,backward,7944,141.86
17,103,104,1,forward,15426,183.64
17,104,103,1,backward,8058,143.89
17,104,105,1,forward,16266,193.64
17,105,104,1,backward,11529,205.88
17,105,106,1,forward,19116,227.57
17,106,105,1,backward,11415,203.84
17,106,107,1,forward,16725,199.11
17,107,106,1,backward,13719,244.98
17,107,108,1,forward,17445,207.68
17,108,107,1,backward,13131,234.48
